language,level,english,translation,category
DE,B1,I learned a lot from cultural exchange.,Ich habe viel durch kulturellen Austausch gelernt.,Social & Relationships
DE,B1,We discussed our goals for the next year.,Wir haben über unsere Ziele für das nächste Jahr gesprochen.,Social & Relationships
DE,B1,I traveled to a nearby city for the weekend.,Ich bin für das Wochenende in eine nahegelegene Stadt gereist.,Travel
DE,B1,I enjoy discovering new places while traveling.,Ich entdecke gerne neue Orte beim Reisen.,Travel
DE,B1,Travel gives me a new perspective on life.,Reisen gibt mir eine neue Perspektive auf das Leben.,Travel
DE,B1,I prefer traveling with friends rather than alone.,Ich reise lieber mit Freunden als allein.,Travel
DE,B1,I often try traditional food when I travel.,"Ich probiere oft traditionelle Speisen, wenn ich reise.",Food & Shopping
DE,B1,I read food labels before buying products.,"Ich lese Lebensmitteletiketten, bevor ich Produkte kaufe.",Food & Shopping
DE,B1,I try to reduce sugar in my diet.,"Ich versuche, Zucker in meiner Ernährung zu reduzieren.",Food & Shopping
DE,B1,I enjoy cooking simple meals at home.,Ich koche gerne einfache Mahlzeiten zu Hause.,Food & Shopping
DE,B1,I usually plan my shopping before going to the store.,"Ich plane normalerweise meinen Einkauf, bevor ich in den Laden gehe.",Food & Shopping
DE,B1,I feel healthier when I stay active.,"Ich fühle mich gesünder, wenn ich aktiv bleibe.",Health & Wellbeing
DE,B1,I try to maintain a good work-life balance.,"Ich versuche, eine gute Work-Life-Balance zu halten.",Work & Office
DE,B1,I communicate regularly with my team.,Ich kommuniziere regelmäßig mit meinem Team.,Work & Office
DE,B1,I sometimes work under pressure but manage it well.,"Ich arbeite manchmal unter Druck, komme aber gut damit zurecht.",Work & Office
DE,B1,I learned how to prioritize my tasks effectively.,"Ich habe gelernt, meine Aufgaben effektiv zu priorisieren.",Work & Office
DE,B1,I realized that progress is not always immediately visible.,"Ich habe erkannt, dass Fortschritt nicht immer sofort sichtbar ist.",Daily Life
DE,B1,I try to stay consistent even when I lose motivation.,"Ich versuche, konsequent zu bleiben, auch wenn ich die Motivation verliere.",Daily Life
DE,B1,I often reflect on what I learned during the day.,"Ich denke oft darüber nach, was ich am Tag gelernt habe.",Daily Life
DE,B1,I feel that practice helps me think more naturally in German.,"Ich habe das Gefühl, dass Übung mir hilft, natürlicher auf Deutsch zu denken.",Daily Life
DE,B1,I sometimes repeat sentences to improve fluency.,"Ich wiederhole manchmal Sätze, um meine Sprachflüssigkeit zu verbessern.",Daily Life
DE,B1,We had to discuss the issue before making a decision.,"Wir mussten das Problem besprechen, bevor wir eine Entscheidung getroffen haben.",Work & Office
DE,B1,I learned how to explain my ideas more clearly.,"Ich habe gelernt, meine Ideen klarer zu erklären.",Work & Office
DE,B1,I received advice on improving my writing skills.,Ich habe Ratschläge zur Verbesserung meiner Schreibfähigkeiten erhalten.,Work & Office
DE,B1,I try to organize my tasks according to priority.,"Ich versuche, meine Aufgaben nach Priorität zu organisieren.",Work & Office
DE,B1,I attended a discussion about future workplace trends.,Ich habe an einer Diskussion über zukünftige Arbeitstrends teilgenommen.,Work & Office
DE,B1,I noticed that regular sleep improves my focus significantly.,"Ich habe bemerkt, dass regelmäßiger Schlaf meine Konzentration deutlich verbessert.",Health & Wellbeing
DE,B1,I try to reduce stress by planning my day carefully.,"Ich versuche, Stress zu reduzieren, indem ich meinen Tag sorgfältig plane.",Health & Wellbeing
DE,B1,I started paying attention to my posture while working.,"Ich habe angefangen, auf meine Körperhaltung bei der Arbeit zu achten.",Health & Wellbeing
DE,B1,I feel more balanced when I take short breaks.,"Ich fühle mich ausgeglichener, wenn ich kurze Pausen mache.",Health & Wellbeing
DE,B1,I realized that hydration affects my energy levels.,"Ich habe erkannt, dass Flüssigkeitszufuhr mein Energieniveau beeinflusst.",Health & Wellbeing
DE,B1,I use digital tools to improve my learning process.,"Ich benutze digitale Werkzeuge, um meinen Lernprozess zu verbessern.",Technology
DE,B1,I sometimes disconnect from technology to relax.,"Ich trenne mich manchmal von Technologie, um zu entspannen.",Technology
DE,B1,I organize my notes using different apps.,Ich organisiere meine Notizen mit verschiedenen Apps.,Technology
DE,B1,I think automation will change many jobs in the future.,"Ich denke, dass Automatisierung viele Jobs in der Zukunft verändern wird.",Technology
DE,B1,I try to use technology in a more mindful way.,"Ich versuche, Technologie bewusster zu nutzen.",Technology
DE,B1,I read about scientific topics that affect daily life.,"Ich lese über wissenschaftliche Themen, die den Alltag betreffen.",Science & Innovation
DE,B1,I find it interesting how science explains everyday phenomena.,"Ich finde es interessant, wie Wissenschaft alltägliche Phänomene erklärt.",Science & Innovation
DE,B1,I try to understand how new technologies are developed.,"Ich versuche zu verstehen, wie neue Technologien entwickelt werden.",Science & Innovation
DE,B1,Scientific knowledge is constantly evolving.,Wissenschaftliches Wissen entwickelt sich ständig weiter.,Science & Innovation
DE,B1,I follow discussions about environmental protection.,Ich verfolge Diskussionen über Umweltschutz.,Science & Innovation
DE,B1,I realized that small daily improvements add up over time.,"Ich habe erkannt, dass kleine tägliche Verbesserungen sich über die Zeit summieren.",Daily Life
DE,B1,I try to stay focused even when distractions are around.,"Ich versuche konzentriert zu bleiben, auch wenn es Ablenkungen gibt.",Daily Life
DE,B1,I often review what I learned after studying.,"Ich wiederhole oft, was ich nach dem Lernen gelernt habe.",Daily Life
DE,B1,I feel more confident when I speak without translating in my head.,"Ich fühle mich sicherer, wenn ich spreche, ohne im Kopf zu übersetzen.",Daily Life
DE,B1,I sometimes write notes in German to improve my thinking.,"Ich schreibe manchmal Notizen auf Deutsch, um mein Denken zu verbessern.",Daily Life
DE,B1,We discussed different solutions to the problem.,Wir haben verschiedene Lösungen für das Problem besprochen.,Work & Office
DE,B1,I learned how to express disagreement politely.,"Ich habe gelernt, höflich zu widersprechen.",Work & Office
DE,B1,I received detailed feedback on my performance.,Ich habe detailliertes Feedback zu meiner Leistung erhalten.,Work & Office
DE,B1,I try to manage my workload more efficiently.,"Ich versuche, meine Arbeitslast effizienter zu managen.",Work & Office
DE,B1,I attended a meeting about project planning.,Ich habe an einem Meeting zur Projektplanung teilgenommen.,Work & Office
DE,B1,I noticed that exercise improves my mental clarity.,"Ich habe bemerkt, dass Sport meine geistige Klarheit verbessert.",Health & Wellbeing
DE,B1,I try to maintain a healthy routine every day.,"Ich versuche, jeden Tag eine gesunde Routine einzuhalten.",Health & Wellbeing
DE,B1,I started eating more home-cooked meals.,"Ich habe angefangen, mehr selbstgekochte Mahlzeiten zu essen.",Health & Wellbeing
DE,B1,I feel less stressed when I plan ahead.,"Ich fühle mich weniger gestresst, wenn ich im Voraus plane.",Health & Wellbeing
DE,B1,I realized that too much screen time affects my sleep.,"Ich habe erkannt, dass zu viel Bildschirmzeit meinen Schlaf beeinflusst.",Technology
DE,B1,I try to use technology only when necessary.,"Ich versuche, Technologie nur zu benutzen, wenn es nötig ist.",Technology
DE,B1,I organize my digital files regularly.,Ich organisiere meine digitalen Dateien regelmäßig.,Technology
DE,B1,I think artificial intelligence will become more common.,"Ich denke, künstliche Intelligenz wird immer häufiger werden.",Technology
DE,B1,I sometimes take breaks from social media.,Ich mache manchmal Pausen von sozialen Medien.,Technology
DE,B1,I read articles about science to improve my knowledge.,"Ich lese Artikel über Wissenschaft, um mein Wissen zu verbessern.",Science & Innovation
DE,B1,I find it fascinating how technology evolves.,"Ich finde es faszinierend, wie sich Technologie entwickelt.",Science & Innovation
DE,B1,I try to understand scientific debates in simple terms.,"Ich versuche, wissenschaftliche Diskussionen einfach zu verstehen.",Science & Innovation
DE,B1,Scientific research requires patience and precision.,Wissenschaftliche Forschung erfordert Geduld und Präzision.,Science & Innovation
DE,B1,I follow news about climate and environment.,Ich verfolge Nachrichten über Klima und Umwelt.,Science & Innovation
DE,B1,I think society is changing faster than before.,"Ich denke, die Gesellschaft verändert sich schneller als früher.",Politics & Society
DE,B1,People have more access to information today.,Menschen haben heute mehr Zugang zu Informationen.,Politics & Society
DE,B1,I try to understand different political viewpoints.,"Ich versuche, verschiedene politische Sichtweisen zu verstehen.",Politics & Society
DE,B1,Social change often happens gradually.,Sozialer Wandel geschieht oft schrittweise.,Politics & Society
DE,B1,Education helps people make better decisions.,"Bildung hilft Menschen, bessere Entscheidungen zu treffen.",Politics & Society
DE,B1,I enjoy discussing ideas with open-minded people.,Ich diskutiere gerne mit offenen Menschen über Ideen.,Social & Relationships
DE,B1,I learned a lot from different cultural experiences.,Ich habe viel aus verschiedenen kulturellen Erfahrungen gelernt.,Social & Relationships
DE,B1,Trust develops through consistent behavior.,Vertrauen entsteht durch konsequentes Verhalten.,Social & Relationships
DE,B1,I try to communicate clearly in difficult situations.,"Ich versuche, in schwierigen Situationen klar zu kommunizieren.",Social & Relationships
DE,B1,We discussed our plans for the future.,Wir haben über unsere Zukunftspläne gesprochen.,Social & Relationships
DE,B1,I enjoy discovering new places in my free time.,Ich entdecke gerne neue Orte in meiner Freizeit.,Travel
DE,B1,Travel helps me learn about different ways of life.,"Reisen hilft mir, verschiedene Lebensweisen kennenzulernen.",Travel
DE,B1,I prefer traveling during off-peak seasons.,Ich reise lieber außerhalb der Hauptsaison.,Travel
DE,B1,I experienced different cultures while traveling.,Ich habe beim Reisen verschiedene Kulturen erlebt.,Travel
DE,B1,I often try new food when I visit new places.,"Ich probiere oft neues Essen, wenn ich neue Orte besuche.",Food & Shopping
DE,B1,I read reviews before buying products online.,"Ich lese Bewertungen, bevor ich Produkte online kaufe.",Food & Shopping
DE,B1,I try to avoid unnecessary spending.,"Ich versuche, unnötige Ausgaben zu vermeiden.",Food & Shopping
DE,B1,I enjoy preparing meals for my family.,Ich bereite gerne Mahlzeiten für meine Familie zu.,Food & Shopping
DE,B1,I usually make a shopping list before going out.,"Ich mache normalerweise eine Einkaufsliste, bevor ich ausgehe.",Food & Shopping
DE,B1,I feel healthier when I maintain good habits.,"Ich fühle mich gesünder, wenn ich gute Gewohnheiten beibehalte.",Health & Wellbeing
DE,B1,I try to improve my work-life balance.,"Ich versuche, meine Work-Life-Balance zu verbessern.",Work & Office
DE,B1,I communicate regularly with my colleagues.,Ich kommuniziere regelmäßig mit meinen Kollegen.,Work & Office
DE,B1,I sometimes work on multiple tasks at the same time.,Ich arbeite manchmal an mehreren Aufgaben gleichzeitig.,Work & Office
DE,B1,I learned how to prioritize urgent tasks.,"Ich habe gelernt, dringende Aufgaben zu priorisieren.",Work & Office
DE,B1,I try to stay calm under pressure.,"Ich versuche, unter Druck ruhig zu bleiben.",Work & Office
DE,B1,I started using better tools for organization.,"Ich habe angefangen, bessere Organisationswerkzeuge zu benutzen.",Technology
DE,B1,I sometimes feel overwhelmed by digital information.,Ich fühle mich manchmal von digitalen Informationen überwältigt.,Technology
DE,B1,I use apps to track my productivity.,"Ich benutze Apps, um meine Produktivität zu verfolgen.",Technology
DE,B1,I think technology improves efficiency in many areas.,"Ich denke, Technologie verbessert die Effizienz in vielen Bereichen.",Technology
DE,B1,I try to stay informed about scientific developments.,"Ich versuche, über wissenschaftliche Entwicklungen informiert zu bleiben.",Science & Innovation
DE,B1,I realized that consistency matters more than intensity.,"Ich habe erkannt, dass Konsistenz wichtiger ist als Intensität.",Daily Life
DE,B1,I try to build habits that I can maintain long-term.,"Ich versuche, Gewohnheiten aufzubauen, die ich langfristig beibehalten kann.",Daily Life
DE,B1,I often think about how to improve my learning strategy.,"Ich denke oft darüber nach, wie ich meine Lernstrategie verbessern kann.",Daily Life
DE,B1,I feel more comfortable speaking when I am well prepared.,"Ich fühle mich wohler beim Sprechen, wenn ich gut vorbereitet bin.",Daily Life
DE,B1,I sometimes practice speaking alone to build confidence.,"Ich übe manchmal alleine Sprechen, um Selbstvertrauen aufzubauen.",Daily Life
DE,B1,We had to evaluate different options before deciding.,"Wir mussten verschiedene Optionen bewerten, bevor wir entschieden haben.",Work & Office
DE,B1,I learned how to present my ideas in a structured way.,"Ich habe gelernt, meine Ideen strukturiert zu präsentieren.",Work & Office
DE,B1,I received feedback that helped me improve my work.,"Ich habe Feedback erhalten, das mir geholfen hat, meine Arbeit zu verbessern.",Work & Office
DE,B1,I try to reduce mistakes by double-checking my work.,"Ich versuche, Fehler zu reduzieren, indem ich meine Arbeit überprüfe.",Work & Office
DE,B1,I attended a training session about communication skills.,Ich habe an einer Schulung über Kommunikationsfähigkeiten teilgenommen.,Work & Office
DE,B1,I noticed that physical activity improves my focus.,"Ich habe bemerkt, dass körperliche Aktivität meine Konzentration verbessert.",Health & Wellbeing
DE,B1,I try to take short breaks during long study sessions.,"Ich versuche, kurze Pausen während langer Lernsitzungen zu machen.",Health & Wellbeing
DE,B1,I started paying more attention to my diet.,"Ich habe angefangen, mehr auf meine Ernährung zu achten.",Health & Wellbeing
DE,B1,I feel better when I follow a daily routine.,"Ich fühle mich besser, wenn ich eine tägliche Routine befolge.",Health & Wellbeing
DE,B1,I realized that stress affects my productivity.,"Ich habe erkannt, dass Stress meine Produktivität beeinflusst.",Health & Wellbeing
DE,B1,I use technology to plan my goals more effectively.,"Ich benutze Technologie, um meine Ziele effektiver zu planen.",Technology
DE,B1,I sometimes limit my use of social media intentionally.,Ich beschränke manchmal absichtlich meine Nutzung sozialer Medien.,Technology
DE,B1,I organize my tasks using digital tools.,Ich organisiere meine Aufgaben mit digitalen Werkzeugen.,Technology
DE,B1,I think technology can both help and distract us.,"Ich denke, Technologie kann uns sowohl helfen als auch ablenken.",Technology
DE,B1,I try to stay focused when using the internet.,"Ich versuche, beim Internetgebrauch konzentriert zu bleiben.",Technology
DE,B1,I read scientific explanations to understand complex topics.,"Ich lese wissenschaftliche Erklärungen, um komplexe Themen zu verstehen.",Science & Innovation
DE,B1,I find it interesting how science impacts everyday life.,"Ich finde es interessant, wie Wissenschaft den Alltag beeinflusst.",Science & Innovation
DE,B1,I try to follow environmental news regularly.,"Ich versuche, regelmäßig Umweltnachrichten zu verfolgen.",Science & Innovation
DE,B1,Scientific discoveries often change our understanding of the world.,Wissenschaftliche Entdeckungen verändern oft unser Verständnis der Welt.,Science & Innovation
DE,B1,I think innovation is important for solving global challenges.,"Ich denke, Innovation ist wichtig, um globale Herausforderungen zu lösen.",Science & Innovation
DE,B1,I follow discussions about education reform.,Ich verfolge Diskussionen über Bildungsreformen.,Politics & Society
DE,B1,People often disagree on how society should develop.,"Menschen sind sich oft uneinig darüber, wie sich die Gesellschaft entwickeln sollte.",Politics & Society
DE,B1,I try to understand the reasons behind political decisions.,"Ich versuche, die Gründe hinter politischen Entscheidungen zu verstehen.",Politics & Society
DE,B1,Social structures influence individual opportunities.,Soziale Strukturen beeinflussen individuelle Chancen.,Politics & Society
DE,B1,Education can reduce social inequality.,Bildung kann soziale Ungleichheit verringern.,Politics & Society
DE,B1,I enjoy meaningful discussions with friends.,Ich genieße bedeutungsvolle Gespräche mit Freunden.,Social & Relationships
DE,B1,I learned that communication avoids misunderstandings.,"Ich habe gelernt, dass Kommunikation Missverständnisse vermeidet.",Social & Relationships
DE,B1,I try to be patient when listening to others.,"Ich versuche, geduldig zu sein, wenn ich anderen zuhöre.",Social & Relationships
DE,B1,I value different perspectives in conversations.,Ich schätze unterschiedliche Perspektiven in Gesprächen.,Social & Relationships
DE,B1,We talked about our long-term goals.,Wir haben über unsere langfristigen Ziele gesprochen.,Social & Relationships
DE,B1,I enjoy traveling because it broadens my perspective.,"Ich reise gerne, weil es meinen Horizont erweitert.",Travel
DE,B1,I prefer planning my trips in advance.,Ich plane meine Reisen lieber im Voraus.,Travel
DE,B1,Travel allows me to experience new cultures.,"Reisen ermöglicht mir, neue Kulturen zu erleben.",Travel
DE,B1,I met many interesting people while traveling.,Ich habe viele interessante Menschen beim Reisen getroffen.,Travel
DE,B1,I enjoy trying traditional dishes from different countries.,Ich probiere gerne traditionelle Gerichte aus verschiedenen Ländern.,Food & Shopping
DE,B1,I read product reviews before making decisions.,"Ich lese Produktbewertungen, bevor ich Entscheidungen treffe.",Food & Shopping
DE,B1,I try to avoid impulse purchases.,"Ich versuche, Impulskäufe zu vermeiden.",Food & Shopping
DE,B1,I enjoy cooking simple and healthy meals.,Ich koche gerne einfache und gesunde Mahlzeiten.,Food & Shopping
DE,B1,I usually plan my purchases carefully.,Ich plane meine Einkäufe normalerweise sorgfältig.,Food & Shopping
DE,B1,I feel healthier when I exercise regularly.,"Ich fühle mich gesünder, wenn ich regelmäßig Sport treibe.",Health & Wellbeing
DE,B1,I try to maintain a balance between work and rest.,"Ich versuche, ein Gleichgewicht zwischen Arbeit und Ruhe zu halten.",Work & Office
DE,B1,I communicate effectively with my team members.,Ich kommuniziere effektiv mit meinen Teammitgliedern.,Work & Office
DE,B1,I sometimes work on multiple priorities at once.,Ich arbeite manchmal an mehreren Prioritäten gleichzeitig.,Work & Office
DE,B1,I learned how to handle stress at work better.,"Ich habe gelernt, besser mit Stress bei der Arbeit umzugehen.",Work & Office
DE,B1,I try to stay organized during busy periods.,"Ich versuche, in stressigen Zeiten organisiert zu bleiben.",Work & Office
DE,B1,I use apps to manage my daily schedule.,"Ich benutze Apps, um meinen Tagesplan zu verwalten.",Technology
DE,B1,I sometimes take digital detox breaks.,Ich mache manchmal digitale Detox-Pausen.,Technology
DE,B1,I think technology should be used responsibly.,"Ich denke, Technologie sollte verantwortungsvoll genutzt werden.",Technology
DE,B1,I try to improve my efficiency with digital tools.,"Ich versuche, meine Effizienz mit digitalen Werkzeugen zu verbessern.",Technology
DE,B1,I follow scientific news to stay informed.,"Ich verfolge wissenschaftliche Nachrichten, um informiert zu bleiben.",Science & Innovation
DE,B1,I realized that learning is more effective when I actively use the language.,"Ich habe erkannt, dass Lernen effektiver ist, wenn ich die Sprache aktiv benutze.",Daily Life
DE,B1,I try to think in German instead of translating from my native language.,"Ich versuche, auf Deutsch zu denken, statt aus meiner Muttersprache zu übersetzen.",Daily Life
DE,B1,I often notice patterns in the mistakes I make.,"Ich bemerke oft Muster in den Fehlern, die ich mache.",Daily Life
DE,B1,I feel that repetition helps me remember vocabulary better.,"Ich habe das Gefühl, dass Wiederholung mir hilft, Vokabeln besser zu behalten.",Daily Life
DE,B1,I sometimes challenge myself with more difficult texts.,Ich stelle mich manchmal schwierigeren Texten als Herausforderung.,Daily Life
DE,B1,We had to analyze the situation before acting.,"Wir mussten die Situation analysieren, bevor wir gehandelt haben.",Work & Office
DE,B1,I learned how to structure my arguments more clearly.,"Ich habe gelernt, meine Argumente klarer zu strukturieren.",Work & Office
DE,B1,I received suggestions for improving my performance.,Ich habe Vorschläge zur Verbesserung meiner Leistung erhalten.,Work & Office
DE,B1,I try to avoid unnecessary delays in my work.,"Ich versuche, unnötige Verzögerungen bei meiner Arbeit zu vermeiden.",Work & Office
DE,B1,I attended a discussion about improving efficiency.,Ich habe an einer Diskussion über Effizienzsteigerung teilgenommen.,Work & Office
DE,B1,I noticed that regular movement improves my concentration.,"Ich habe bemerkt, dass regelmäßige Bewegung meine Konzentration verbessert.",Health & Wellbeing
DE,B1,I try to maintain a stable daily rhythm.,"Ich versuche, einen stabilen Tagesrhythmus beizubehalten.",Health & Wellbeing
DE,B1,I started reducing unhealthy snacks.,"Ich habe angefangen, ungesunde Snacks zu reduzieren.",Health & Wellbeing
DE,B1,I feel more energetic when I plan my meals.,"Ich fühle mich energiegeladener, wenn ich meine Mahlzeiten plane.",Health & Wellbeing
DE,B1,I realized that mental breaks improve productivity.,"Ich habe erkannt, dass mentale Pausen die Produktivität verbessern.",Health & Wellbeing
DE,B1,I use technology to support my learning goals.,"Ich benutze Technologie, um meine Lernziele zu unterstützen.",Technology
DE,B1,I sometimes disconnect completely to recharge.,"Ich trenne mich manchmal komplett von digitalen Geräten, um mich zu erholen.",Technology
DE,B1,I organize information using digital systems.,Ich organisiere Informationen mit digitalen Systemen.,Technology
DE,B1,I think technology has changed how people interact.,"Ich denke, Technologie hat verändert, wie Menschen miteinander interagieren.",Technology
DE,B1,I try to be mindful when using digital platforms.,"Ich versuche, achtsam zu sein, wenn ich digitale Plattformen nutze.",Technology
DE,B1,I read scientific articles to expand my knowledge.,"Ich lese wissenschaftliche Artikel, um mein Wissen zu erweitern.",Science & Innovation
DE,B1,I find it useful to understand basic scientific principles.,"Ich finde es nützlich, grundlegende wissenschaftliche Prinzipien zu verstehen.",Science & Innovation
DE,B1,I try to stay updated on environmental research.,"Ich versuche, über Umweltforschung auf dem Laufenden zu bleiben.",Science & Innovation
DE,B1,Scientific progress often requires long-term effort.,Wissenschaftlicher Fortschritt erfordert oft langfristige Anstrengung.,Science & Innovation
DE,B1,I think innovation is driven by human curiosity.,"Ich denke, Innovation wird durch menschliche Neugier angetrieben.",Science & Innovation
DE,B1,I follow discussions about social change.,Ich verfolge Diskussionen über sozialen Wandel.,Politics & Society
DE,B1,People often have different interpretations of events.,Menschen haben oft unterschiedliche Interpretationen von Ereignissen.,Politics & Society
DE,B1,I try to evaluate information critically.,"Ich versuche, Informationen kritisch zu bewerten.",Politics & Society
DE,B1,Social systems are shaped by history and culture.,Soziale Systeme werden von Geschichte und Kultur geprägt.,Politics & Society
DE,B1,Education helps people participate in society.,"Bildung hilft Menschen, an der Gesellschaft teilzunehmen.",Politics & Society
DE,B1,I enjoy exchanging ideas with others.,Ich tausche gerne Ideen mit anderen aus.,Social & Relationships
DE,B1,I learned that listening is as important as speaking.,"Ich habe gelernt, dass Zuhören genauso wichtig ist wie Sprechen.",Social & Relationships
DE,B1,I try to understand different emotional perspectives.,"Ich versuche, unterschiedliche emotionale Perspektiven zu verstehen.",Social & Relationships
DE,B1,I value honest communication in relationships.,Ich schätze ehrliche Kommunikation in Beziehungen.,Social & Relationships
DE,B1,We discussed our future ambitions.,Wir haben über unsere Zukunftsambitionen gesprochen.,Social & Relationships
DE,B1,I enjoy exploring new environments while traveling.,Ich erkunde gerne neue Umgebungen beim Reisen.,Travel
DE,B1,Travel helps me break out of my routine.,"Reisen hilft mir, aus meiner Routine auszubrechen.",Travel
DE,B1,I prefer traveling to places with cultural diversity.,Ich reise lieber an Orte mit kultureller Vielfalt.,Travel
DE,B1,I learned to adapt quickly when traveling abroad.,"Ich habe gelernt, mich im Ausland schnell anzupassen.",Travel
DE,B1,I enjoy tasting authentic local cuisine.,"Ich genieße es, authentische lokale Küche zu probieren.",Food & Shopping
DE,B1,I compare prices and quality before buying.,"Ich vergleiche Preise und Qualität, bevor ich kaufe.",Food & Shopping
DE,B1,I try to make conscious shopping decisions.,"Ich versuche, bewusste Kaufentscheidungen zu treffen.",Food & Shopping
DE,B1,I enjoy preparing balanced meals.,Ich bereite gerne ausgewogene Mahlzeiten zu.,Food & Shopping
DE,B1,I usually avoid buying unnecessary items.,Ich vermeide normalerweise den Kauf unnötiger Dinge.,Food & Shopping
DE,B1,I feel healthier when I stay active daily.,"Ich fühle mich gesünder, wenn ich täglich aktiv bleibe.",Health & Wellbeing
DE,B1,I try to maintain a structured work schedule.,"Ich versuche, einen strukturierten Arbeitsplan einzuhalten.",Work & Office
DE,B1,I communicate regularly with my colleagues about progress.,Ich kommuniziere regelmäßig mit meinen Kollegen über den Fortschritt.,Work & Office
DE,B1,I sometimes need to manage competing deadlines.,Ich muss manchmal konkurrierende Fristen managen.,Work & Office
DE,B1,I learned how to stay productive under pressure.,"Ich habe gelernt, unter Druck produktiv zu bleiben.",Work & Office
DE,B1,I try to improve my time management skills.,"Ich versuche, meine Zeitmanagementfähigkeiten zu verbessern.",Work & Office
DE,B1,I use digital tools to track my progress.,"Ich benutze digitale Werkzeuge, um meinen Fortschritt zu verfolgen.",Technology
DE,B1,I sometimes reduce my online activity intentionally.,Ich reduziere manchmal bewusst meine Online-Aktivität.,Technology
DE,B1,I think responsible use of technology is important.,"Ich denke, verantwortungsvoller Umgang mit Technologie ist wichtig.",Technology
DE,B1,I try to stay focused despite digital distractions.,"Ich versuche, trotz digitaler Ablenkungen konzentriert zu bleiben.",Technology
DE,B1,I follow scientific discussions about the future.,Ich verfolge wissenschaftliche Diskussionen über die Zukunft.,Science & Innovation
DE,B1,I realized that understanding context is as important as learning vocabulary.,"Ich habe erkannt, dass das Verstehen von Kontext genauso wichtig ist wie das Lernen von Vokabeln.",Daily Life
DE,B1,I try to engage with German content in different formats.,"Ich versuche, mich mit deutschen Inhalten in verschiedenen Formaten zu beschäftigen.",Daily Life
DE,B1,I often notice how my thinking changes when I use German.,"Ich bemerke oft, wie sich mein Denken verändert, wenn ich Deutsch benutze.",Daily Life
DE,B1,I feel that immersion improves my fluency significantly.,"Ich habe das Gefühl, dass Immersion meine Sprachflüssigkeit deutlich verbessert.",Daily Life
DE,B1,I sometimes summarize what I read in my own words.,"Ich fasse manchmal das, was ich lese, in meinen eigenen Worten zusammen.",Daily Life
DE,B1,We had to justify our decisions during the meeting.,Wir mussten unsere Entscheidungen im Meeting begründen.,Work & Office
DE,B1,I learned how to present complex ideas in a simple way.,"Ich habe gelernt, komplexe Ideen einfach darzustellen.",Work & Office
DE,B1,I received guidance on improving my analytical thinking.,Ich habe Anleitung zur Verbesserung meines analytischen Denkens erhalten.,Work & Office
DE,B1,I try to evaluate information before responding.,"Ich versuche, Informationen zu bewerten, bevor ich antworte.",Work & Office
DE,B1,I attended a session on effective problem solving.,Ich habe an einer Sitzung über effektives Problemlösen teilgenommen.,Work & Office
DE,B1,I noticed that consistency in exercise leads to better results.,"Ich habe bemerkt, dass Konsistenz beim Sport zu besseren Ergebnissen führt.",Health & Wellbeing
DE,B1,I try to maintain both physical and mental health.,"Ich versuche, sowohl körperliche als auch geistige Gesundheit zu erhalten.",Health & Wellbeing
DE,B1,I started being more aware of my daily habits.,"Ich habe angefangen, mir meiner täglichen Gewohnheiten bewusster zu sein.",Health & Wellbeing
DE,B1,I feel better when I limit unhealthy behaviors.,"Ich fühle mich besser, wenn ich ungesunde Verhaltensweisen einschränke.",Health & Wellbeing
DE,B1,I realized that recovery is important for performance.,"Ich habe erkannt, dass Erholung wichtig für Leistung ist.",Health & Wellbeing
DE,B1,I use technology to track my learning progress.,"Ich benutze Technologie, um meinen Lernfortschritt zu verfolgen.",Technology
DE,B1,I sometimes question how much I depend on technology.,"Ich frage mich manchmal, wie sehr ich von Technologie abhängig bin.",Technology
DE,B1,I organize digital notes to improve retention.,"Ich organisiere digitale Notizen, um mir Inhalte besser zu merken.",Technology
DE,B1,I think digital literacy is becoming essential.,"Ich denke, digitale Kompetenz wird immer wichtiger.",Technology
DE,B1,I try to balance online and offline activities.,"Ich versuche, Online- und Offline-Aktivitäten auszubalancieren.",Technology
DE,B1,I read scientific explanations to deepen my understanding.,"Ich lese wissenschaftliche Erklärungen, um mein Verständnis zu vertiefen.",Science & Innovation
DE,B1,I find it interesting how theories are tested in practice.,"Ich finde es interessant, wie Theorien in der Praxis getestet werden.",Science & Innovation
DE,B1,I try to understand the reasoning behind scientific models.,"Ich versuche, die Logik hinter wissenschaftlichen Modellen zu verstehen.",Science & Innovation
DE,B1,Scientific thinking helps in everyday decision making.,Wissenschaftliches Denken hilft bei alltäglichen Entscheidungen.,Science & Innovation
DE,B1,I follow developments in renewable energy.,Ich verfolge Entwicklungen im Bereich erneuerbare Energien.,Science & Innovation
DE,B1,I think society is influenced by technological change.,"Ich denke, die Gesellschaft wird von technologischem Wandel beeinflusst.",Politics & Society
DE,B1,People often interpret information based on their beliefs.,Menschen interpretieren Informationen oft basierend auf ihren Überzeugungen.,Politics & Society
DE,B1,I try to separate facts from opinions.,"Ich versuche, Fakten von Meinungen zu unterscheiden.",Politics & Society
DE,B1,Social progress requires collective effort.,Sozialer Fortschritt erfordert gemeinschaftliche Anstrengung.,Politics & Society
DE,B1,I believe education encourages independent thinking.,"Ich glaube, Bildung fördert unabhängiges Denken.",Politics & Society
DE,B1,I enjoy conversations that challenge my thinking.,"Ich genieße Gespräche, die mein Denken herausfordern.",Social & Relationships
